CAS,NAME,CLASS,LOGP,LOGMOLAR,ESTIMATE,ERROR,WSOL,MP,MOLWT,class_name
98-10-2,BENZENESULFONAMIDE,50,0.31,-1.563,-1.257,-0.306,4300.0,151.0,157.19,Aromatic sulfonamides
1899-94-1,M-METHYLBENZENESULFONAMIDE,50,0.85,-1.341,-1.424,0.083,7810.0,108.0,171.22,Aromatic sulfonamides
104437-99-2,"2-Thiophenesulfonamide,5(3OHPr)thio-",50,0.85,-1.426,-1.268,-0.158,9500.0,63.0,253.35,Aromatic sulfonamides
104438-04-2,"Acetic acid,3[5-SO2NH2]-2thien]SO2]Pr es",50,0.17,-2.551,-2.081,-0.471,920.0,103.0,327.39,Aromatic sulfonamides
108966-48-9,"Benzenesulfonamide,4[(2-HOEt)thio]-",50,0.36,-1.824,-1.176,-0.648,3500.0,111.0,233.3,Aromatic sulfonamides
108966-49-0,"Benzenesulfonamide,4[(2-HOEt)SO2]-",50,-0.85,-1.604,-1.477,-0.127,6600.0,165.0,265.3,Aromatic sulfonamides
108966-51-4,"Benzenesulfonamide, 4-[(3-HOPr)thio]-",50,0.8,-2.247,-1.698,-0.549,1400.0,117.0,247.33,Aromatic sulfonamides
108966-53-6,"Benzenesulfonamide, 4-[3-OH-3-MeBu)thio]",50,1.4,-2.838,-2.573,-0.264,400.0,140.0,275.38,Aromatic sulfonamides
108966-54-7,"Benzenesulfonamide,4[(5-hydroxypentyl)S]",50,1.04,-2.662,-1.887,-0.774,600.0,103.0,275.38,Aromatic sulfonamides
108966-55-8,"Benzenesulfonamide, 4-[(3-HOPr)SO2]-",50,-0.64,-1.589,-1.584,-0.004,7200.0,150.0,279.33,Aromatic sulfonamides
108966-56-9,"Benzenesulfonamide,4-[3-OH-3-MeBu)SO2]-",50,-0.09,-1.944,-2.293,0.349,3500.0,160.0,307.38,Aromatic sulfonamides
108966-58-1,"Benzenesulfonamide,4[2-HOEtS]-3-NO2-",50,0.38,-2.746,-2.21,-0.536,500.0,151.0,278.3,Aromatic sulfonamides
108966-59-2,"Benzenesulfonamide,4[(3-HOPr)S]-3-NO2-",50,0.96,-3.466,-2.921,-0.545,100.0,163.0,292.33,Aromatic sulfonamides
108966-66-1,"Benzoic acid,5(AmSO2)2[(HOPr)S],Me ester",50,0.74,-2.414,-1.987,-0.427,1300.0,124.0,337.36,Aromatic sulfonamides
108966-67-2,"Benzoicacid,5(AmSO2)2[(3HOPr)SO2],Me est",50,-0.3,-1.382,-1.854,0.472,14000.0,124.0,337.36,Aromatic sulfonamides
108966-70-7,"Benzenesulfonamide,3F-4[(2HOEt)S]-",50,0.72,-1.622,-1.569,-0.053,6000.0,110.0,251.29,Aromatic sulfonamides
108966-74-1,"Benzenesulfonamide,3-F-4-[3-HOPr-thio]-",50,0.99,-2.47,-1.872,-0.597,900.0,110.0,265.32,Aromatic sulfonamides
108966-75-2,"Benzenesulfonamide, 3-F-4-[(4-HOBu)S]-",50,1.28,-2.446,-2.379,-0.067,1000.0,130.0,279.35,Aromatic sulfonamides
108966-76-3,"Benzenesulfonamide,3F-4[2HOEt)SO2]-",50,-0.6,-1.934,-1.773,-0.16,3300.0,165.0,283.29,Aromatic sulfonamides
108966-77-4,"Benzenesulfonamide,3-F-4-[3-HOPr-SO2]-",50,-0.41,-1.654,-1.678,0.024,6600.0,130.0,297.32,Aromatic sulfonamides
108966-78-5,"Benzenesulfonamide, 4-[(4-HOBu)SO2]-",50,-0.26,-1.834,-1.773,-0.061,4300.0,126.0,293.35,Aromatic sulfonamides
135832-38-1,"2-Thiophenesulfonamide,5[(4HOBu)thio]-",50,0.95,-1.459,-1.27,-0.189,9300.0,48.0,267.38,Aromatic sulfonamides
135832-39-2,"2-Thiophenesulfonamide,5[(4-HOBu)SO2]-",50,-0.34,-1.481,-1.558,0.078,9900.0,109.0,299.38,Aromatic sulfonamides
135832-41-6,"Benzenesulfonamide, 4-[(4-HOBu)thio]-",50,0.93,-2.514,-1.719,-0.795,800.0,101.0,261.36,Aromatic sulfonamides
135832-42-7,"Benzenesulfonamide, 4-[(4-HOBu)SO2]-",50,-0.6,-2.145,-1.52,-0.625,2100.0,134.0,293.35,Aromatic sulfonamides
135832-45-0,"Benzenesulfonamide,3-Am-4[(2OHEt)SO2]-",50,-0.6,-1.327,-1.433,0.106,13200.0,129.0,280.32,Aromatic sulfonamides
135832-46-1,"Benzenesulfonamide, 4-(3-hydroxypropyl)-",50,0.17,-1.032,-0.79,-0.242,20000.0,95.0,215.27,Aromatic sulfonamides
135832-47-2,"Acetic acid,3-[4-(AmSO2)Ph]Pr ester",50,0.98,-2.206,-1.626,-0.58,1600.0,87.0,257.31,Aromatic sulfonamides
135832-48-3,"Benzenesulfonamide, 4-(4-hydroxybutyl)-",50,0.57,-1.193,-1.062,-0.131,14700.0,78.0,229.3,Aromatic sulfonamides
135832-50-7,"Benzenesulfonamide, 4-(5-hydroxypentyl)-",50,1.04,-1.971,-1.63,-0.341,2600.0,86.0,243.32,Aromatic sulfonamides
135832-51-8,"Acetic acid, 5-[4-(AmSO2)Ph]Pe ester",50,1.86,-2.376,-2.531,0.155,1200.0,84.0,285.36,Aromatic sulfonamides
0-10-3,"Pyrrolidine, 1-[(benzoyloxy)acetyl)]-",51,1.44,-1.569,-1.725,0.157,6300.0,58.0,233.27,Glycolamide esters
0-17-2,"Acetamide, 2-(benzoyloxy)-N-hexyl-N-Me-",51,2.99,-3.297,-3.743,0.446,140.0,100.5,277.37,Glycolamide esters
134-55-4,PHENYL ACETYLSALICYLATE,51,2.88,-4.108,-3.539,-0.569,20.0,97.0,256.25,Glycolamide esters
5003-48-5,"Benzoic acid,2AcO-,4(AcAm)Ph ester",51,2.15,-4.195,-3.73,-0.465,20.0,174.5,313.31,Glycolamide esters
32620-68-1,"Benzoic acid, 2-(AcO)-,(Ac",51,1.42,-2.016,-1.462,-0.554,2430.0,Liq,252.23,Glycolamide esters
32620-72-7,"Benzoicacid,2(AcO),(25dioxo-1pyrrolid)Me",51,0.5,-2.765,-1.552,-1.213,500.0,117.5,291.26,Glycolamide esters
50785-22-3,"Benzoic acid,2-(AcO),2-NH2-2-oxoEt ester",51,0.22,-1.791,-1.215,-0.576,3840.0,128.5,237.21,Glycolamide esters
50785-24-5,"Benzoic acid,2(AcO)-,2-EtO-2oxoEt ester",51,1.67,-2.58,-1.99,-0.59,700.0,51.5,266.25,Glycolamide esters
57440-16-1,"Acetamide,N-[2-(benzoyloxy",51,1.24,-0.849,-1.192,0.343,31300.0,Liq,221.26,Glycolamide esters
64649-43-0,"Acetamide, 2-(benzoyloxy)-",51,0.69,-1.641,-1.415,-0.225,4100.0,121.0,179.18,Glycolamide esters
64649-57-6,"Acetamide, 2-(benzoyloxy)-N-ethyl-",51,1.28,-2.237,-1.932,-0.306,1200.0,106.0,207.23,Glycolamide esters
64649-63-4,"Benzoic acid, 2-(diEtAm)-2-oxoEt ester",51,2.06,-2.071,-2.46,0.39,2000.0,72.5,235.29,Glycolamide esters
68659-48-3,"Acetamide, N-acetyl-2-(benzoyloxy)-",51,1.24,-2.4,-1.923,-0.477,880.0,104.5,221.21,Glycolamide esters
76432-30-9,"Benzoic acid, 2-(AcO)-,(Me",51,1.94,-2.64,-1.924,-0.717,550.0,Liq,240.28,Glycolamide esters
76432-33-2,"Benzoic acid, 2-(AcO)-,(MeSO)Me ester",51,0.11,-1.782,-1.593,-0.19,4230.0,80.5,256.28,Glycolamide esters
76432-35-4,"Benzoic acid, 2-(AcO)-,(MeSO2)Me ester",51,0.57,-3.394,-2.724,-0.67,110.0,150.0,272.27,Glycolamide esters
106231-50-9,"Acetamide, 2-(benzoyloxy)-N-methyl-",51,0.99,-1.718,-1.66,-0.058,3700.0,111.5,193.2,Glycolamide esters
106231-51-0,"Acetamide, 2-(benzoyloxy)-N-propyl-",51,1.88,-2.539,-2.4,-0.139,640.0,89.5,221.26,Glycolamide esters
106231-52-1,"Acetamide,2-(benzoyloxy)-N-(1,1-diMeEt)-",51,2.26,-2.866,-3.02,0.154,320.0,112.5,235.29,Glycolamide esters
106231-53-2,"Acetamide,2-[[(benzoyloxy)Ac)amino]-",51,0.09,-1.498,-1.299,-0.2,7500.0,151.5,236.23,Glycolamide esters
106231-54-3,"Acetamide, 2-(benzoyloxy)-N,N-dimethyl-",51,1.07,-1.372,-1.505,0.133,8800.0,81.5,207.23,Glycolamide esters
106231-55-4,"Acetamide, 2-(benzoyloxy)-",51,2.65,-2.379,-2.678,0.299,1100.0,Liq,263.34,Glycolamide esters
106231-56-5,"Acetamide,2-(benzoyloxy)-N,N-bis(iPr)-",51,2.56,-3.341,-3.332,-0.009,120.0,105.5,263.34,Glycolamide esters
106231-57-6,"Acetamide, 2-(benzoyloxy)-",51,3.91,-3.561,-3.975,0.414,80.0,Liq,291.39,Glycolamide esters
106231-58-7,"Acetamid,2(benzoyloxy)-NN-bis(2propenyl)",51,2.34,-2.563,-2.528,-0.034,710.0,42.5,259.31,Glycolamide esters
106231-59-8,"Acetamide,2(benzoyloxy)-N-(2-OHEt)-N-Me-",51,0.58,-1.09,-1.105,0.016,19300.0,79.0,237.26,Glycolamide esters
106231-60-1,"Acetamide,2(benzoyloxy)-N-Et-(2-HOEt)-",51,0.93,-1.367,-1.49,0.123,10800.0,79.5,251.34,Glycolamide esters
106231-62-3,"Acetamide,N(2Am-2oxoEt)2(Benzoyloxy)NMe-",51,0.08,-0.918,-0.873,-0.045,30200.0,101.5,250.26,Glycolamide esters
106231-63-4,"Glycine,N[(benzoyloxy)Ac]-N-Me,Et ester",51,1.56,-1.668,-1.815,0.147,6000.0,39.5,279.3,Glycolamide esters
106231-64-5,"Glycine, N-[(benzoyloxy)acetyl]-N-Me-",51,0.67,-2.254,-1.985,-0.268,1400.0,160.5,251.24,Glycolamide esters
106231-67-8,"Piperidine, 1-[(benzoyloxy)acetyl]-",51,1.95,-2.501,-2.535,0.034,780.0,88.0,247.3,Glycolamide esters
106231-68-9,"Morpholine, 4-[(benzoyloxy)acetyl]-",51,0.9,-1.773,-1.676,-0.098,4200.0,103.5,249.27,Glycolamide esters
106231-69-0,"L-Prolinamide,N2-[(benzoyloxy)acetyl]-",51,0.2,-2.265,-1.926,-0.34,1500.0,194.5,276.29,Glycolamide esters
114665-08-6,"Benzoic acid,2OH-,2(diMeAm)-2-oxoEt este",51,1.21,-1.705,-0.604,-1.101,4400.0,68.0,223.23,Glycolamide esters
114665-09-7,"Benzoic acid,2-OH-,2[(2HOEt)MeAm]-,oxEt",51,0.86,-1.604,-0.588,-1.017,6300.0,92.5,253.26,Glycolamide esters
115178-63-7,"Acetamide, 2-(benzoyloxy)-NN-bis(2-OHPr)",51,0.66,-1.178,-1.608,0.43,19600.0,105.5,295.34,Glycolamide esters
115178-66-0,"Azetidine, 1-[benzoyloxy(acetyl)]-",51,1.2,-1.609,-1.603,-0.006,5400.0,74.5,219.34,Glycolamide esters
115178-68-2,"1H-Azepine,hexahydro-1-[(benzoyloxy)Ac]-",51,2.3,-2.542,-3.094,0.552,750.0,107.5,261.32,Glycolamide esters
115178-71-7,"4-Piperidinol, 1-[(benzoyloxy)acetyl]-",51,0.63,-1.349,-1.626,0.278,11800.0,121.5,263.3,Glycolamide esters
115178-74-0,"2-Azetidine-COOH,1[(benzoyloxy)acetyl]-",51,0.79,-2.142,-2.037,-0.104,1900.0,149.5,263.25,Glycolamide esters
115178-75-1,"L-Proline, N-[(benzoyloxy)acetyl]-",51,1.02,-1.592,-1.998,0.407,7100.0,116.5,277.28,Glycolamide esters
115178-76-2,"L-Proline, N-[(benzoyloxy)Ac]-,Me ester",51,1.42,-2.084,-2.022,-0.062,2400.0,72.5,291.31,Glycolamide esters
115178-77-3,"Propanamide, 3-(benzoyloxy",51,1.28,-1.099,-1.23,0.131,17600.0,Liq,221.26,Glycolamide esters
115178-78-4,"Butanamide, 4-(benzoyloxy)-N,N-dimethyl-",51,1.86,-1.229,-1.974,0.745,13900.0,40.5,235.29,Glycolamide esters
115178-79-5,"Propanamide, 2-(benzoyloxy)-NN-diEt-",51,2.3,-2.283,-2.56,0.277,1300.0,53.5,249.31,Glycolamide esters
115178-80-8,"Acetamide, N-Ac-2-(benzoyl)-N-Me-",51,1.58,-2.866,-2.275,-0.591,320.0,102.5,235.24,Glycolamide esters
115193-27-6,"Acetamide, 2-(benzoyloxy)-N-(iPr)-",51,1.73,-2.732,-2.624,-0.108,410.0,129.5,221.26,Glycolamide esters
115193-28-7,"Acetamide, 2-(benzoyloxy)-N-butyl-",51,2.36,-2.759,-2.721,-0.038,410.0,69.5,235.29,Glycolamide esters
115193-29-8,"Acetamide, 2-(benzoyloxy)-N-hexyl-",51,2.81,-3.902,-3.802,-0.1,33.0,130.5,263.34,Glycolamide esters
115193-30-1,"Propanamide, 2-[[(benzoyloxy)acetyl)Am]-",51,0.42,-2.717,-2.202,-0.515,480.0,210.5,250.26,Glycolamide esters
115193-31-2,"Acetamid,2(benzoyloxy)N[2OH-11diOHMe-Et",51,0.25,-1.268,-1.37,0.103,15300.0,126.5,283.28,Glycolamide esters
115193-33-4,"Acetamide,2-(benzoyloxy)-N,N-bis(2-MePr)",51,3.8,-3.561,-4.049,0.488,80.0,44.5,291.39,Glycolamide esters
116482-56-5,"Benzoicacid,2(AcO),2(diEtAm)2oxoEt ester",51,1.16,-2.109,-1.815,-0.294,2280.0,76.5,293.32,Glycolamide esters
116482-75-8,"Bz acid,2AcO,2(diPrAm)-2oxoEt ester",51,2.09,-2.65,-2.557,-0.093,720.0,50.5,321.38,Glycolamide esters
116482-76-9,"Bz acid,2AcO,2[di(iPr)Am]-2oxoEt ester",51,2.03,-3.252,-3.033,-0.219,180.0,108.5,321.38,Glycolamide esters
116482-77-0,"Benzoic acid,2AcO,2[(2EtO2oxoEt)MeAm]2ox",51,1.67,-2.546,-2.176,-0.37,960.0,47.5,337.33,Glycolamide esters
116482-80-5,"Benzoic acid, 2(AcO),2(4morph)2oxoEt est",51,0.3,-1.804,-1.227,-0.577,4830.0,97.5,307.31,Glycolamide esters
118247-01-1,"Benzoic acid,2(AcO),2(EtAm)2oxoEt ester",51,0.9,-1.682,-1.514,-0.167,5520.0,80.5,265.27,Glycolamide esters
118247-03-3,"Glycine,N[[[2(AcO)Bzoyl]oxy]Ac],Et ester",51,0.99,-1.874,-1.673,-0.202,4320.0,68.5,323.31,Glycolamide esters
118247-04-4,"Benzoic acid,2(AcO),2(diMeAm)2oxoEt este",51,0.38,-1.549,-0.969,-0.579,7500.0,75.5,265.27,Glycolamide esters
118247-07-7,"Benzoic acid, 2-AcO,(1-oxo",51,2.5,-2.904,-2.587,-0.317,350.0,Liq,280.28,Glycolamide esters
105-58-8,DIETHYL CARBONATE,0,1.21,-0.798,-0.839,0.041,18800.0,Liq,118.13,
118-71-8,MALTOL,0,0.09,-1.063,-1.045,-0.018,10900.0,161.5,126.11,
